"title","Start Date","End Date","body","quarter","building","room","sponsor","promote","nid","created","repeat"
"Workshop: The Nuts & Bolts of Being a Performing Artist","2014-10-17 19:00:00 to 2014-10-17 23:00:00","2014-10-17 19:00:00 to 2014-10-17 23:00:00","<p>Join performer, educator and constantly touring artist Seth Lepore for an intensive workshop on the Nuts & Bolts of Being a Performing Artist, covering essential topics like self-producing, insurance, networking protocol, fiscal sponsorship, presenting organizations, grants and funding. Based in Western Massachusetts, Lepore tours his solo theater shows across the country on a variety of different performing arts circuits.</p> <p>Please register in advance! Sign up by email (<a href=""mailto:buchmana@evergreen.edu"">buchmana@evergreen.edu</a>),<br /> or phone (360-867-6391). You must be a current student or an Evergreen alum. Students or alums in the performing, media, or visual arts can all use this workshop as a career-building opportunity.</p>","","","SEM II E1105 - The Evergreen State College, Olympia, WA","","No","922","2015-10-06T14:17:20-07:00","<span class=""date-display-single"">Friday, October 17, 2014 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-17T12:00:00-07:00"">12:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-17T16:00:00-07:00"">4:00 pm</span></span></span>"
"Undoing Border Imperialism w/ Harsha Walia","2014-10-17 19:00:00 to 2014-10-17 20:30:00","2014-10-17 19:00:00 to 2014-10-17 20:30:00","<p>Author Harsha Walia will discuss her recent book and her extensive work building immigrant rights movements within a transnational analysis of capitalism, settler colonialism, state building, and racialized empire. She will also explore strategies to overcome the borders within our movements and build loving and sustainable communities of resistance.</p>","","","Lecture Hall 1","","No","1276","2015-10-06T14:28:34-07:00","<span class=""date-display-single"">Friday, October 17, 2014 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-17T12:00:00-07:00"">12:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-17T13:30:00-07:00"">1:30 pm</span></span></span>"
"International Student Orientation - Part 3","2014-10-17 23:00:00 to 2014-10-18 01:00:00","2014-10-17 23:00:00 to 2014-10-18 01:00:00","","","","SEM II C3107","","No","1393","2015-10-06T14:38:48-07:00","<span class=""date-display-single"">Friday, October 17, 2014 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-17T16:00:00-07:00"">4:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-17T18:00:00-07:00"">6:00 pm</span></span></span>"
"Volleyball vs. Concordia","2014-10-18 02:00:00 to 2014-10-18 03:30:00","2014-10-18 02:00:00 to 2014-10-18 03:30:00","","","","CRC Gymnasium","","No","1037","2015-10-06T14:26:34-07:00","<span class=""date-display-single"">Friday, October 17, 2014 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-17T19:00:00-07:00"">7:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-17T20:30:00-07:00"">8:30 pm</span></span></span>"
"Geoducks @Nite presents Comedy Night with Dan Cummins and Dax Jordan","2014-10-18 03:00:00 to 2014-10-18 05:00:00","2014-10-18 03:00:00 to 2014-10-18 05:00:00","<p>Tickets available in the Bookstore<br /> Students | Staff | Faculty | Alumni - Advance $3, Door $5<br /> General Admission - Advance $5, Door $7</p> <p>This event is part of the Geoducks @Nite calendar of evening activities. The link to the full calendar of events is available below. </p> <p><a href=""http://www.evergreen.edu/activities/docs/Geoducks%20Nite%20Poster.pdf"">http://www.evergreen.edu/activities/docs/Geoducks%20Nite%20Poster.pdf</a></p>","","","Lecture Hall 1","","No","1285","2015-10-06T14:28:34-07:00","<span class=""date-display-single"">Friday, October 17, 2014 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-17T20:00:00-07:00"">8:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-17T22:00:00-07:00"">10:00 pm</span></span></span>"
"Return to Evergreen","2014-10-18 16:00:00 to 2014-10-18 23:00:00","2014-10-18 16:00:00 to 2014-10-18 23:00:00","<p>This year marks the third year of Return to Evergreen, fast becoming an anticipated alumni tradition. Evergreen alumni, friends, students, faculty, and staff convene on campus for a day of memorable and meaningful events. Hands on workshops, academic seminars, campus tours, networking, socializing, and of course breaking bread make this an event alumni will be glad they returned to Evergreen for. Open to anyone, find out more on Evergreen's website and social media. Then get registered. $20 gets you the all access pass.</p>","","","The Evergreen State College, 2700 Evergreen Pkwy NW, Olympia, WA, United States","","No","925","2015-10-06T14:17:20-07:00","<span class=""date-display-single"">Saturday, October 18, 2014 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-18T09:00:00-07:00"">9:00 am</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-18T16:00:00-07:00"">4:00 pm</span></span></span>"
"Sacred Trees of India: Photographs by Deidi von Schaewen","2014-10-18 18:00:00 to 2014-10-18 22:00:00","2014-10-18 18:00:00 to 2014-10-18 22:00:00","<p>Special Saturday hours for this Exhibition of photographs and video<br /> ""Sacred Trees of India: Photographs by Deidi von Schaewen""<br /> Exhibition continues through December 3, 2014</p> <p>Evergreen Gallery is extremely pleased to announce the fall exhibition, ""Sacred Trees of India: Photographs by Deidi von Schaewen."" For the past 28 years, von Schaewen has traveled in India, immersing herself in its people and culture, and exploring themes through her photography and video. For her series on the Sacred Trees, she traveled the length and breadth of India. The exhibition in Evergreen Gallery is an opportunity to view these lush, complex images in large-scale, to be surrounded by their energy and power.</p> <p>Born in Berlin, von Schaewen studied painting at the Berlin Academy of Arts before deciding to concentrate on photography and film. Currently she is based in Paris. She has exhibited extensively throughout Europe, India, North Africa, and the US. Twenty books of her photographs have been published, with one about Sacred Trees of India due out next year. A continuing obsession of hers is to capture on film the ephemeral, aspects of our urban and rural civilizations that are temporary, fleeting, or vanishing with time. For the Sacred Trees of India, it is more a revelation of devotion and accumulation over time, the ability of trees to survive, rejuvenate, transform – in India, trees are not only sacred to the gods, they can actually BE gods.</p> <p>Von Schaewen was director of photography for a feature film by Robert Cordier in 1972 – a time when it was unusual for a woman to be in that position. She continued as director of photography on other films, and in 1978 she began writing and directing her own films. One of her films, Sravanabelgola, will be showing in Evergreen Gallery as part of the exhibition.</p> <p>More of Deidi's work can be seen on her personal website.</p>","","","Evergreen Gallery, on the entry level of the Library Building, near the clock tower","","No","805","2015-10-06T14:14:04-07:00","<span class=""date-display-single"">Saturday, October 18, 2014 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-18T11:00:00-07:00"">11:00 am</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-18T15:00:00-07:00"">3:00 pm</span></span></span>"
"34th Annual Harvest Festival","2014-10-18 19:00:00 to 2014-10-19 00:00:00","2014-10-18 19:00:00 to 2014-10-19 00:00:00","<p>Please join for the 34th Annual Harvest Festival hosted by Evergreen Community Gardens, a festival free to the community to celebrate the fall harvest and good food. Free activities, live music, student-run workshops, childcare, and more. </p> <p>Find more details and join the conversation on Facebook: <a href=""https://www.facebook.com/events/310989342419931/?ref=br_tf"">https://www.facebook.com/events/310989342419931/?ref=br_tf</a></p>","","","Organic Farm","","No","1278","2015-10-06T14:28:34-07:00","<span class=""date-display-single"">Saturday, October 18, 2014 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-18T12:00:00-07:00"">12:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-18T17:00:00-07:00"">5:00 pm</span></span></span>"
"Men's Soccer vs. Warner Pacific","2014-10-18 20:00:00 to 2014-10-18 22:00:00","2014-10-18 20:00:00 to 2014-10-18 22:00:00","","","","Geoduck Pitch (Field #4)","","No","1036","2015-10-06T14:26:34-07:00","<span class=""date-display-single"">Saturday, October 18, 2014 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-18T13:00:00-07:00"">1:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-18T15:00:00-07:00"">3:00 pm</span></span></span>"
"Volleyball vs. Warner Pacific","2014-10-19 00:00:00 to 2014-10-19 01:30:00","2014-10-19 00:00:00 to 2014-10-19 01:30:00","","","","CRC Gymnasium","","No","1035","2015-10-06T14:26:34-07:00","<span class=""date-display-single"">Saturday, October 18, 2014 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-18T17:00:00-07:00"">5:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-18T18:30:00-07:00"">6:30 pm</span></span></span>"
"Basketball Alumni Games","2014-10-19 02:30:00 to 2014-10-19 05:30:00","2014-10-19 02:30:00 to 2014-10-19 05:30:00","","","","CRC Gymnasium","","No","1034","2015-10-06T14:26:34-07:00","<span class=""date-display-single"">Saturday, October 18, 2014 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-18T19:30:00-07:00"">7:30 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-18T22:30:00-07:00"">10:30 pm</span></span></span>"
"Week 4 Fall Quarter","2014-10-20 07:00:00","2014-10-20 07:00:00","","","","","","No","767","2015-10-06T13:38:07-07:00","<span class=""date-display-single"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-20T00:00:00-07:00"">Monday, October 20, 2014 (All day)</span>"
"PUC Meeting","2014-10-20 22:00:00 to 2014-10-21 00:00:00","2014-10-20 22:00:00 to 2014-10-21 00:00:00","","","","TBA","","No","691","2015-10-06T13:37:50-07:00","<span class=""date-display-single"">Monday, October 20, 2014 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-20T15:00:00-07:00"">3:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-20T17:00:00-07:00"">5:00 pm</span></span></span>"
"No Body, Love Ink, and Thunderbirds LIVE","2014-10-21 00:30:00 to 2014-10-21 04:00:00","2014-10-21 00:30:00 to 2014-10-21 04:00:00","<p>Come listen to music at the Student Art Gallery, Monday October 20th from 6:00pm to 9:00pm featuring No Body, Love Ink, & Thunderbirds.</p>","","","Student Art Gallery: CAB 310","","No","1261","2015-10-06T14:28:25-07:00","<span class=""date-display-single"">Monday, October 20, 2014 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-20T17:30:00-07:00"">5:30 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-20T21:00:00-07:00"">9:00 pm</span></span></span>"
"Graduate School Fair","2014-10-22 18:00:00 to 2014-10-22 22:00:00","2014-10-22 18:00:00 to 2014-10-22 22:00:00","","","","Library Lobby 2nd Floor","","No","1407","2015-10-06T14:38:48-07:00","<span class=""date-display-single"">Wednesday, October 22, 2014 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-22T11:00:00-07:00"">11:00 am</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-22T15:00:00-07:00"">3:00 pm</span></span></span>"
"The Art Lecture Series - Dan Attoe, Painter","2014-10-22 18:30:00 to 2014-10-22 20:00:00","2014-10-22 18:30:00 to 2014-10-22 20:00:00","<p>Free to the public, Evergreen's visual arts and writing programs offer an opportunity to hear local, national and international interdisciplinary artists, writers and art workers speak about their work. The fall 2014 series will present a diverse and interesting lineup. Artists were chosen (albeit loosely) with the year's theme of ""paying attention"" in mind. The theme comes from the orientation book, ""Crow Planet"" by Lyanda Lynn Haupt. Please join us in welcoming Dan Attoe to our campus. For more information go to <a href=""http://blogs.evergreen.edu/artistlectureseries/"">http://blogs.evergreen.edu/artistlectureseries/</a>.</p>","","","Lecture Hall 1 - The Evergreen State College, Evergreen Parkway Northwest, Olympia, WA, United States","","No","810","2015-10-06T14:14:04-07:00","<span class=""date-display-single"">Wednesday, October 22, 2014 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-22T11:30:00-07:00"">11:30 am</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-22T13:00:00-07:00"">1:00 pm</span></span></span>"
"Faculty Meeting","2014-10-22 20:00:00 to 2014-10-22 22:00:00","2014-10-22 20:00:00 to 2014-10-22 22:00:00","","","","SEM II B-1105","","No","662","2015-10-06T13:37:39-07:00","<span class=""date-display-single"">Wednesday, October 22, 2014 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-22T13:00:00-07:00"">1:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2014-10-22T15:00:00-07:00"">3:00 pm</span></span></span>"
